iyear,imonth,iday,provstate,city,latitude,longitude,specificity,vicinity,location,attacktype1,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt,ishostkid,nhostkid,nhostkidus,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
1984,3,28,Punjab,Unknown,31.147131,75.341218,4,0,,1,Assassination,1,Business,5,Firearms,0,,,0,,,1,,
1984,4,11,Punjab,Rahon,31.052128,76.117499,1,0,,1,Assassination,1,Business,5,Firearms,0,,,2,,,0,,
1984,4,22,Himachal Pradesh,Amarkot,30.464581,77.640726,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,3,,,10,,
1984,4,26,Punjab,Amritsar,31.633979,74.872264,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1984,4,26,Punjab,Unknown,31.147131,75.341218,4,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1986,2,6,Punjab,Gumang Kalaveli,31.147131,75.341218,2,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1986,2,8,Punjab,Firozpur,30.954424,74.612085,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,2,,,1,,
1987,6,20,West Bengal,Darjeeling,27.036007,88.262675,1,1,,7,Facility/Infrastructure Attack,1,Business,5,Firearms,0,,,1,,,1,,
1987,6,23,Unknown,Haltabadla,,,5,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1987,8,9,Himachal Pradesh,Jabal,31.103949,77.455318,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1987,9,18,Punjab,Jalandhar district,31.326015,75.576183,3,0,,2,Armed Assault,1,Business,5,Firearms,0,,,6,,,8,,
1987,9,18,Punjab,Amritsar,31.613911,74.856927,1,0,,1,Assassination,1,Business,5,Firearms,0,,,0,,,1,,
1987,9,18,Punjab,Amritsar,31.613911,74.856927,1,0,,1,Assassination,1,Business,5,Firearms,0,,,2,,,2,,
1987,9,28,Punjab,Amritsar District,31.633979,74.872264,3,0,,1,Assassination,1,Business,5,Firearms,0,,,2,,,0,,
1987,11,17,Punjab,Rama,30.608496,75.380567,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1988,1,3,Unknown,Chalita Bankur,,,5,0,,2,Armed Assault,1,Business,5,Firearms,0,,,10,,,0,,
1988,1,13,Punjab,Amritsar District,31.633979,74.872264,3,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1988,1,14,Uttar Pradesh,Tikapur,27.088333,81.2025,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1988,2,20,Punjab,Gurdaspur,32.040763,75.401886,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1988,3,12,Punjab,Faridkot District,30.672393,74.755048,3,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1988,3,22,Uttar Pradesh,Akbarpura,26.430278,82.536667,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1988,4,7,Rajasthan,Rasulpur,28.095366,74.984953,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,1,,
1988,5,1,Punjab,Patiala,30.34,76.38,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,4,,,6,,
1988,5,23,Punjab,Sangrur District,30.245796,75.842072,3,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1988,6,1,Punjab,Mudki,30.776638,74.882875,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,2,,,0,,
1988,6,4,Punjab,Mattewal,31.687309,75.147241,1,0,,1,Assassination,1,Business,5,Firearms,0,,,0,,,1,,
1988,6,14,Unknown,Gaginangal,,,5,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1988,6,20,Haryana,Pehowa,29.980676,76.584475,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,6,,,15,,
1988,6,28,West Bengal,Darjeeling,27.036007,88.262675,1,0,,1,Assassination,1,Business,5,Firearms,0,,,2,,,0,,
1988,8,19,Rajasthan,Bapui,26.338056,76.151944,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1988,8,25,Punjab,Tarn Taran,31.448943,74.925262,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1988,8,25,Haryana,Matand,29.256941,76.694687,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1988,9,13,Punjab,Sirhind,30.615964,76.381092,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,0,,,20,,
1988,10,27,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,0,,,0,,
1988,10,27,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,0,,,0,,
1989,1,7,Punjab,Sarai Amanat Khan,31.510838,74.693467,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,4,,,2,,
1989,2,16,Punjab,Ludhiana,30.900965,75.857276,1,0,,1,Assassination,1,Business,5,Firearms,0,,,3,,,0,,
1989,3,18,Punjab,Gurdaspur district,32.040763,75.401886,3,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1989,4,3,Punjab,Ludhiana,30.900965,75.857276,1,0,,1,Assassination,1,Business,5,Firearms,0,,,0,,,1,,
1989,5,13,Rajasthan,Gothra,25.833611,75.599444,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1989,5,23,Punjab,Amritsar,31.633979,74.872264,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1989,6,1,Punjab,Amritsar,31.633979,74.872264,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1989,6,21,Punjab,Amritsar district,31.633979,74.872264,3,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1989,6,27,Jammu and Kashmir,Choon,33.9866,74.731512,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1989,10,16,Punjab,Tarn Taran,31.448943,74.925262,1,0,,1,Assassination,1,Business,5,Firearms,0,,,0,,,3,,
1989,11,12,Uttar Pradesh,Kasawal,28.202298,80.915828,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1989,11,21,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,1,Assassination,1,Business,5,Firearms,0,,,0,,,2,,
1989,12,27,Jammu and Kashmir,Anantnag,33.733336,75.148983,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1990,2,1,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,2,,,1,,
1990,3,12,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1990,3,13,Assam,Gauhati,26.179222,91.753346,1,1,,1,Assassination,1,Business,5,Firearms,0,,,4,,,1,,
1990,3,27,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1990,4,5,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1990,4,6,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,2,0,2,,,0,,
1990,4,9,Assam,Unknown,26.200605,92.937574,4,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1990,6,8,Madhya Pradesh,Kalmora,22.600556,74.767222,2,0,,2,Armed Assault,1,Business,5,Firearms,0,,,3,,,0,,
1990,6,9,Punjab,Jhandoke,30.591326,74.612227,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,2,,,0,,
1990,7,16,Assam,Unknown,26.200605,92.937574,4,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,3,0,0,,,0,,
1990,7,20,Himachal Pradesh,Sunan,31.274842,76.703887,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1990,7,20,Himachal Pradesh,Sunan,31.274842,76.703887,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1990,8,1,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1990,8,9,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1990,10,14,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,1,Assassination,1,Business,5,Firearms,0,,,2,,,0,,
1990,10,19,Assam,Barpeta,26.329008,91.005433,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,1,,,10,,
1991,3,22,Chandigarh,Chandigarh,30.733315,76.779418,1,1,,2,Armed Assault,1,Business,5,Firearms,0,,,30,,,0,,
1991,3,31,Jammu and Kashmir,Unknown,33.778175,76.576171,4,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,2,0,0,,,0,,
1991,5,6,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1991,6,28,Jammu and Kashmir,Pampore,34.016667,74.918056,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1991,7,1,Assam,Jorhat,26.75602,94.20945,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1991,7,1,Assam,Unknown,26.200605,92.937574,4,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1991,7,1,Assam,Unknown,26.200605,92.937574,4,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1991,7,1,Assam,Unknown,26.200605,92.937574,4,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1991,7,1,Assam,Unknown,26.200605,92.937574,4,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1991,7,1,Assam,Unknown,26.200605,92.937574,4,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1991,7,1,Assam,Unknown,26.200605,92.937574,4,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1991,7,1,Assam,Unknown,26.200605,92.937574,4,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,1,,,0,,
1991,7,20,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1991,7,20,Andhra Pradesh,Unknown,15.9129,79.739988,4,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,3,0,0,,,0,,
1991,8,3,Punjab,Ludhiana,30.900965,75.857276,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1991,8,13,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1991,9,10,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1991,10,14,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,1,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1991,12,5,Punjab,Unknown,31.147131,75.341218,4,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1992,1,8,Punjab,Kharar,30.748882,76.641358,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,7,,,20,,
1992,1,8,Punjab,Malerkotla,30.523208,75.888251,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,10,,,5,,
1992,2,25,Chandigarh,Chandigarh,30.733315,76.779418,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,1,,,0,,
1992,3,10,Unknown,Ghawaden Kothi,,,5,0,,2,Armed Assault,1,Business,5,Firearms,0,,,5,,,0,,
1992,3,14,Punjab,Ludhiana,30.900965,75.857276,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,9,,,0,,
1992,3,18,Punjab,Ludhiana,30.900965,75.857276,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,18,,,0,,
1992,4,4,Assam,Guwahati,26.179222,91.753346,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,2,0,1,,,1,,
1992,4,27,Unknown,Pishikash,,,5,0,,2,Armed Assault,1,Business,5,Firearms,0,,,14,,,25,,
1992,5,7,Haryana,Karnal District,29.685693,76.990483,3,0,,2,Armed Assault,1,Business,5,Firearms,0,,,15,,,0,,
1992,5,24,Punjab,Mansa,29.999507,75.393681,1,0,,1,Assassination,1,Business,5,Firearms,0,,,5,,,2,,
1992,6,16,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1992,8,3,Jammu and Kashmir,Unknown,33.778175,76.576171,4,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1992,8,13,Maharashtra,Bombay,19.075984,72.877656,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,1,,,0,,
1992,10,21,Assam,Unknown,26.200605,92.937574,4,0,,2,Armed Assault,1,Business,5,Firearms,0,,,4,,,4,,
1992,12,21,Assam,Sipajhar,26.397588,91.897169,1,1,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,2,0,0,,,0,,
1994,2,14,Assam,Unknown,26.200605,92.937574,4,0,,1,Assassination,1,Business,5,Firearms,0,,,1,,,0,,
1994,5,7,Maharashtra,Bombay,19.075984,72.877656,1,0,,1,Assassination,1,Business,5,Firearms,0,,,0,,,0,,
1995,3,31,Assam,Udalguri,26.746018,92.095943,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,9,,,0,,
1996,7,6,Jammu and Kashmir,Patakota,33.778175,76.576171,2,0,,2,Armed Assault,1,Business,5,Firearms,0,,,11,,,,,
1997,7,22,Delhi,New Delhi,28.632381,77.220004,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,,,0,,
1997,11,30,Tamil Nadu,Coimbatore,11.016845,76.955832,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,6,,,0,,
1997,12,18,Assam,Barpeta district,26.329008,91.005433,3,0,,2,Armed Assault,1,Business,5,Firearms,0,,,4,,,2,,
1998,8,3,Himachal Pradesh,Kalaban,32.501944,76.021667,2,0,,2,Armed Assault,1,Business,5,Firearms,0,,,26,0,0,11,0,0
1999,8,3,Assam,Guwahati,26.179222,91.753346,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,2,0,0,0,0,0,0,0
1999,8,4,Assam,Guwahati,26.179222,91.753346,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,0,0,0,0,0
1999,8,20,Assam,Cachar District,24.801749,92.944764,3,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,1,0,0,0,0,0
1999,8,20,Assam,Nalbari District,26.44174,91.393395,3,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,2,0,0,0,0,0,0,0
2000,11,16,Assam,Barpeta district,26.353393,91.104441,3,0,Fatemabad estate near Barpeta Road in the north of Barpeta district,2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2000,11,30,Assam,Bongaigaon,26.479468,90.556866,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,16,0,0,11,0,0
2000,12,7,Assam,Tinsukia district,27.491929,95.347833,3,0,"This incident occurred on Tazukazia road, outside of Tinsukia.",2,Armed Assault,1,Business,5,Firearms,0,,,26,0,0,16,0,0
2001,1,7,Tripura,Dhalai district,23.846698,91.909924,3,0,"Dhalai district, approximately 80 km north of Agartala",6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,2,0,,0,0,,0,0
2002,6,24,Assam,Doldoli,26.232199,93.975616,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,6,0,0,4,0,0
2003,1,6,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,1,Assassination,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2003,2,25,Jammu and Kashmir,Sunderbani,33.049293,74.490661,1,1,"The incident occurred at Rai Sehot village, near Sunderbani",2,Armed Assault,1,Business,5,Firearms,0,,,4,0,0,3,0,0
2003,3,8,Assam,Rangjuli,25.968843,90.935557,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,3,0,0,4,0,0
2007,6,9,Manipur,Moreh,24.251281,94.301304,1,0,,2,Armed Assault,1,Business,5,Firearms,0,,,6,0,0,6,0,0
2007,7,15,Assam,Bokajan,26.021223,93.780051,1,1,Karbi Anglong,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,2,0,1,0,0,0,0,0
2008,4,4,Bihar,Sono,24.924391,86.220707,1,1,"The attack and hostage taking took place in a village near Sono in Jamui district, Bihar province, India.",2,Armed Assault,1,Business,5,Firearms,1,3,0,0,0,0,0,0,0
2008,5,11,Assam,Cachar district,24.801749,92.944764,3,0,"The attack took place at Thoibasti in the North Cachar Hills district, Assam province, India.",2,Armed Assault,1,Business,5,Firearms,0,,,8,0,0,2,0,0
2008,5,12,Assam,Migrendisa,25.170883,93.06126,1,1,"The attack took place in Migrendisa, North Cachar Hills, Assam, India.",2,Armed Assault,1,Business,5,Firearms,0,,,2,0,0,1,0,0
2008,5,15,Assam,North Cachar Hills district,25.362657,92.984111,3,0,The attack took place at a cement factory.,2,Armed Assault,1,Business,5,Firearms,0,,,11,0,0,0,0,0
2008,5,21,Nagaland,Dimapur,25.906267,93.72759,1,0,"The attack took place at the Naga Shopping Arcade supermarket in downtown Dimapur district, Nagaland province, India.",2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2008,5,21,Jharkhand,Kotam,23.148159,84.372605,1,0,"The attack took place at a shop in Kotam village of Gumla district, Jharkhand province, India.",2,Armed Assault,1,Business,5,Firearms,0,,,3,0,0,1,0,0
2008,5,27,Assam,Dudhnoi,25.983635,90.782949,1,1,"The attack took place near Dudhnoi on National Highway-62 in the Goalpara district, Assam province, India.",2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2008,11,26,Maharashtra,Mumbai,19.075984,72.877656,1,0,The attack took place at the Trident Oberoi Hotel in Mumbai.,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,143,-99,32,6,2,22,22,0
2008,12,23,Assam,Udalguri,26.746018,92.095943,1,0,"The attack took place in Udalguri, Assam, India.",2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2009,4,12,Orissa,Damanjodi,18.762784,82.903889,1,0,"The attack took place in Damanjodi, Orissa, India.",2,Armed Assault,1,Business,5,Firearms,0,,,11,0,4,8,0,0
2009,5,22,Assam,Mahur,25.181996,93.112751,1,1,The incident occurred between Mahur and Paidig railway stations.,2,Armed Assault,1,Business,5,Firearms,0,,,0,0,0,12,0,0
2009,5,29,Orissa,Chitrakonda,18.108706,82.10879,1,0,"The incident occurred in Chitrakonda, Malkangiri, Orissa, India.",2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2009,5,29,Orissa,Mantriput,18.200255,82.038407,1,0,"The incident occurred in Mantriput, Malkangiri District, Orissa, India.",2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2009,6,12,Jharkhand,Phusro,23.762264,86.002069,1,0,"The attack occurred at Stake Bank of India branch near Phusro market, Bokaro, Jharkhand, India.",2,Armed Assault,1,Business,5,Firearms,0,,,12,0,0,24,0,0
2009,7,18,Manipur,Imphal,24.817011,93.936844,1,0,The attack took place in Imphal.,2,Armed Assault,1,Business,5,Firearms,0,,,0,0,0,0,0,0
2009,8,5,West Bengal,Aankro,22.408038,87.381073,2,0,The attack took place in the Aankro area of Midnapore.,2,Armed Assault,1,Business,5,Firearms,0,,,3,0,0,0,0,0
2009,10,16,Assam,Joypur,26.38088,90.091384,2,1,"The attack took place in the Joypur area in Kokrajhar, Assam, India.",6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,0,0,0,0,0
2010,1,25,Orissa,Keonjhar district,21.63869,85.606944,3,0,The attack took place in iron ore mines in Keonjhar.,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,1,0,0,0,0,0
2010,2,25,Jharkhand,Gumla district,23.041512,84.544486,3,0,The attack took place in the Amaradhalan village on Visunpur and Ghaghra national highway in Gumla district of Jharkhand.,2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2010,4,11,Orissa,Mayurbhanj,22.008698,86.418731,2,0,"The attack took place at the residence of Goutam Hapoi in the Kathasirisi area of Mayurbhanj district, in Orissa, India.",6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,1,0,0,0,0,0
2010,4,30,Jharkhand,Chatra,24.204235,84.870937,1,0,"The attack took place in Chatra, Jharkhand, India.",2,Armed Assault,1,Business,5,Firearms,0,,,2,0,0,0,0,0
2010,4,30,Orissa,Kalimela,17.837685,81.429027,1,1,"The attack took place at a road construction site in the MV-69 village in Kalimela area of Malkangiri District, Orissa, India.",2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2010,8,2,Manipur,Imphal,24.817011,93.936844,1,0,The attack took place in Kongba Laishram Leikai in Imphal East.,2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2010,8,17,Jharkhand,Ghatshila,22.587307,86.47438,1,0,"The attack took place in Ghatshila, East Singhbhum.",2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2010,9,6,Assam,Karbi Anglong district,25.960734,93.497468,3,0,The attack took place in Karbi Anglong.,2,Armed Assault,1,Business,5,Firearms,0,,,0,0,0,1,0,0
2010,9,18,Assam,Karimganj,24.86985,92.350009,1,0,The attack took place on a vehicle carrying tea planter employees on the Indo-Bangla border in Karimganj.,2,Armed Assault,1,Business,5,Firearms,0,,,2,0,0,1,0,0
2010,9,21,Chhattisgarh,Usur,18.484547,80.752565,1,1,The attack took place at the construction site of a culvert between Usoor and Awapalli in Bijapur.,2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,8,0,0
2010,10,13,Assam,Mazbat,26.795846,92.28714,1,0,"The attack took place at Rowta reserve forest in Mazbat, Udalguri, Assam, India.",6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,-99,0,1,0,1,0,0,0
2010,11,25,Bihar,East Champaran district,26.525754,84.91023,3,0,"The attack took place in a field in East Champaran, Bihar, India.",2,Armed Assault,1,Business,5,Firearms,0,,,2,0,0,0,0,0
2011,1,30,Jharkhand,Dumka,24.316127,87.261257,1,1,"The attack took place at a private residence in Chitragadia village in Dumka, Jharkhand, India.",2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,1,0,0
2011,2,11,Jammu and Kashmir,Sopore,34.285957,74.463647,1,0,"The attack took place at a shop in Sopore, Baramulla, Jammu and Kashmir, India.",2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2011,2,28,Jammu and Kashmir,Kreeri,34.170073,74.471613,1,1,"The attack took place at a shop in the Kreeri area of Baramulla, Jammu and Kashmir, India.",2,Armed Assault,1,Business,5,Firearms,0,,,0,0,0,1,0,0
2011,3,3,Assam,Tinsukia,27.491929,95.347833,1,0,"The attack took place at a residence at Talap tea estate, Tinsukia.",6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,0,0,1,0,0
2011,3,17,Jharkhand,Chandwa,23.677186,84.739392,1,0,The attack took place at the Abhijeet power plant in Chandwa in Latehar.,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,2,0,2,0,0,0,0,0
2011,4,6,Jharkhand,Hesatu,24.246309,84.566767,2,0,"The attack took place near Hesatu village in Chatra, Jharkhand, India.",2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,7,0,0
2011,4,6,Meghalaya,Baghmara,25.193491,90.634631,1,1,The attack took place at the Gokha Coal Depot 10 kilometers from Baghmara in South Garo Hills.,2,Armed Assault,1,Business,5,Firearms,0,,,5,0,0,1,0,0
2011,4,18,Meghalaya,Shillong,25.578773,91.893254,1,1,The attack took place in the Wahthre village near Shillong in East Khasi Hills district.,2,Armed Assault,1,Business,5,Firearms,0,,,0,0,0,6,0,0
2011,4,25,Jharkhand,Chama,23.931524,84.383117,1,0,"The attack took place in Chama village, Latehar, Jharkhand, India.",2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2011,4,28,Jharkhand,Brinda,23.001478,84.58674,1,0,"The incident occurred at Brinda Bahuartoli village, Gumla, Jharkhand, India.",2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2011,4,30,Odisha,Mahaguda,19.975103,84.50911,2,0,"The attack took place at the Mahaguda village in Bandhugaon, Koraput.",6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,1,0,0,0,0,0
2011,5,3,Meghalaya,East Garo Hills district,25.755953,90.677305,3,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,0,0,0,0,0
2011,5,16,Andhra Pradesh,Warangal district,18.006798,79.848284,3,0,,2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,1,0,0
2011,8,16,Meghalaya,Thapa Darenchi,25.866455,90.638702,1,0,"The attack took place in Tapa Darenchi village, near the town of Mendipather, in Garo Hills, Meghalaya, India.",2,Armed Assault,1,Business,5,Firearms,0,,,2,0,0,0,0,0
2011,8,25,Chhattisgarh,Madanwada,20.244972,80.711144,1,1,"The attack took place on a vehicle in the Madanwada area of Karekatta village in Raj Nandgaon, Chhattisgarh, India.",2,Armed Assault,1,Business,5,Firearms,0,,,1,0,0,0,0,0
2011,9,9,Assam,Umrangso,25.51187,92.738277,1,0,"The attack took place in Umrangshu, Dima Hasao, Assam, India.",2,Armed Assault,1,Business,5,Firearms,0,,,0,0,0,1,0,0
2012,1,12,Assam,Natun Haza,25.296447,93.041161,2,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,0,0,0,0,0,0
2012,1,24,Meghalaya,Rongkhon,25.497013,90.086914,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,3,0,0,0,0,0,0,0
2012,2,7,Chhattisgarh,Awapalli,18.588779,80.770576,1,0,"Incident occurred in Bijapur district, 500 km south from Raipur",2,Armed Assault,1,Business,5,Firearms,0,,,0,0,0,,0,0
2012,2,18,Jharkhand,Giridih district,24.177863,86.306667,3,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,6,0,0,0,0,0,0,0
2012,2,23,Meghalaya,East Garo Hills district,25.755953,90.677305,3,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,1,0,,0,0,,0,0
2012,3,18,Odisha,Patrapali,21.177289,83.567061,1,1,The event occurred near the village of Marjadapali close to Patrapali,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,2,0,1,0,0,0,0,0
2012,3,25,Mizoram,Mauzam,23.214156,92.375192,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,6,0,0,0,0,0,0,0
2012,3,29,Meghalaya,Ladmawreng,25.501786,91.784924,1,0,,6,Hostage Taking (Kidnapping),1,Business,5,Firearms,1,5,0,0,0,0,0,0,0
2012,4,21,Jharkhand,Badgund,24.165471,86.223142,1,0,The event occurred in the village of Badgund in the Giridih district.,5,Hostage Taking (Barricade Incident),1,Business,5,Firearms,1,3,0,0,0,0,0,0,0
