iyear,imonth,iday,provstate,city,latitude,longitude,specificity,vicinity,location,attacktype1,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt,ishostkid,nhostkid,nhostkidus,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
2007,11,24,Nagaland,Mokokchung district,26.322036,94.513463,3,0,,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,2,0,0
2008,1,2,Andhra Pradesh,Hyderabad,17.376812,78.487812,1,0,,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,2,2,Haryana,Karnal District,29.685693,76.990483,3,0,,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,10,0,0
2008,3,8,Manipur,Unknown,24.663717,93.906269,4,0,,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,3,9,Delhi,New Delhi,28.632381,77.220004,1,0,,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,7,0,0,,,
2008,3,10,Manipur,Imphal West District,24.781851,93.886365,3,0,,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,4,15,Assam,Diphu,25.846376,93.4306,1,0,"The bombing attack took place at the esidence of Bhubon Terang at Diphu in the Karbi Anglong district, Assam province, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,4,20,Haryana,Khowja,29.058776,76.085601,2,0,"The attack took place in Khowja, Haryana, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,4,24,Manipur,Imphal,24.817011,93.936844,1,0,"The attack took place in Imphal, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,5,0,0
2008,4,29,Bihar,Jamunia,27.083269,84.466466,1,0,"The attack took place at a community hall and two houses of individuals whom the rebels accused of being police informers with dynamite in Jamunia village, Nawada district, Bihar State, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,4,30,Jharkhand,Madhuban,24.003563,86.147194,1,0,"The attack took place near Madhuban, Giridih, Jharkhand, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,5,8,Manipur,Imphal,24.817011,93.936844,1,0,"The attack took place in Imphal, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,5,10,Karnataka,Hubli,15.364708,75.123955,1,0,"The bombing attack took place at the judicial magistrate's court in Hubli, Karnataka, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,5,18,West Bengal,Murshidabad,24.18,88.27,1,0,"The attack took place in Murshidabad, West Bengal, India",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,5,18,West Bengal,Murshidabad,24.18,88.27,1,0,The attack took place in Murshidabad.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,2,0,0,0,0,0
2008,6,5,Bihar,Gopalganj,26.468291,84.45252,1,0,"The attack occurred in Hajiyapur locality near Railway Minister Lalu Prasad's house in Gopalganj, Bihar, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,1,0,0,1,0,0
2008,7,5,Bihar,East Champaran district,26.430833,85.140561,3,0,"The bombing attack took place at district government office on Chitriya block in East Champaran district, Bihar province, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,7,11,Bihar,Lakshmipur,25.105576,85.163117,1,0,"The bombing attack took place at the Block Development Officer’s Building in the government complex at Lakshmipur in Jamui district, Bihar province, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,7,26,Gujarat,Ahmedabad,23.03,72.58,1,0,"The bombing attack took place near the main entrance to the L.G. General government civil hospital in the Asarwa neighborhood of Ahmedabad district, Gujarat province, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,4,0,0,12,0,0
2008,7,26,Gujarat,Ahmedabad,23.03,72.58,1,0,"The bombing attack took place near the trauma center of the L. G. General government civil hospital in the Asarwa neighborhood of Ahmedabad district, Gujarat province, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,4,0,0,12,0,0
2008,7,28,Manipur,Imphal,24.817011,93.936844,1,0,The attack occurred at the residence of the Food and Civil Supplies Minister Y. Erabot at Khurai Ahongei.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,8,6,Jharkhand,Dandai,24.134102,84.213388,1,0,"The bombing occurred at the block office building at Dandai in Garwah, Jharkhand, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,8,11,Manipur,Bishnupur,24.628724,93.761325,1,0,"The attack took place at the residence of the Manipur Agriculture Minister in Bishenpur, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,8,23,Manipur,Wangkhem,24.66737,94.036292,1,0,"The bomb was thrown at the residential complex of Congress MLA, K. Meghachandra, at Wangkhem, Imphal, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,8,24,Manipur,Wabagai,24.531038,93.94224,1,0,"The bomb was thrown at the residence of Manipur MLA U. Deben at Wabagai Keirak Kangjeibung in Thoubal, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,8,28,Manipur,Imphal,24.817011,93.936844,1,0,The attack took place at the residence of the Manipur Food and Civil Supplies Minister in Imphal.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,9,1,Manipur,Imphal,24.817011,93.936844,1,0,The attack took place at residence of Manipur Chief Minister Okram Ibobi Singh in Imphal.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,9,1,Manipur,Imphal,24.801046,93.94267,1,0,"The incident occurred at the Chief Minister's residence complex in Babupara, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,9,14,Manipur,Churanchandpur,24.346092,93.699904,1,0,The attack took place at the home of a MLA in Churachandpur.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,9,18,Assam,Bongaigaon,26.479468,90.556866,1,1,The attack took place near a market in a government office complex in Bongaigaon.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,22,0,0
2008,9,19,Manipur,Imphal,24.799616,93.922892,1,0,"The grenade attack took place at the home of a Public Works Department engineer in Sagolband Khanam Leirak, Sadokpam Leikai, Imphal West, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,9,20,Manipur,Imphal,24.828171,93.934932,1,0,"The grenade attack took place at the home of an Irrigation and Flood Control Department executive engineer in Thangmeiband Sinam Leikai, Imphal West, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,9,22,Manipur,Imphal,24.805811,93.947972,1,0,The attack took place at the private house of Manipur Panchayati Raj Minister Mohammad Alaudin in the Kiyamgei area of Imphal East.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,9,26,Manipur,Imphal,24.795919,93.919459,1,0,"The attempted grenade attack took place at the residence of a Minister of Legislative Assembly in Tera Sapam Leirak, Imphal, Imphal West, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,10,5,Manipur,Imphal,24.817011,93.936844,1,0,"The bombing attack took place at the residence of Mr. Thangjam Nandakishwor Singh in Imphal East, Manipur province, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,10,12,Assam,Guwahati district,26.1503,91.736061,3,0,"The attempted bombing attack took place near the state assembly and secretariat in the Bhagoduttapur area of Guwahati district, Assam province, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,10,19,Manipur,Imphal,24.817011,93.936844,1,0,The attack happened on a road near the western gate of the office complex in VIP Colony.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,11,2,West Bengal,Medinipur,22.424109,87.318986,1,0,The attack took place in Medinipur.,1,Assassination,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,7,0,0
2008,11,14,Uttar Pradesh,Lucknow,26.846694,80.946166,1,0,The attack took place in the bathroom of the Lucknow District Court.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,11,20,Jammu and Kashmir,Sopore,34.28727,74.462479,1,0,The attack took place near a sub-divisional magistrate's office in Sopore in Baramula.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,1,0,0
2008,11,21,Jammu and Kashmir,Arin,34.430037,74.649569,1,0,"The attack took place in Arin, in Bandipora.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,12,6,Assam,Diphu,25.846914,93.429764,1,0,"The attack took place in Diphu, Assam, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2008,12,6,Jammu and Kashmir,Wathora,33.978376,74.812002,1,0,"The attack took place at Wathora on Srinagar-Chadoura Road in Srinigar, Jammu and Kashmir, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,2,0,0
2008,12,21,Manipur,Imphal,24.817011,93.936844,1,0,"The attack took place in Imphal, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,1,18,Gujarat,Ahmedabad,23.022505,72.571362,1,0,In a dustbin near the General Post Office in Mirzapur area of the Karanj police station in Ahmedabad.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,2,26,Manipur,Thoubal,24.644924,93.99929,1,0,The attack took place at a Congress Party office in Thoubal.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,2,26,Manipur,Bishnupur,24.628724,93.761325,1,0,The attack occurred at a Congress Party office in Bishenpur.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,2,26,Manipur,Imphal,24.817011,93.936844,1,0,The attack occurred at a Congress Party Office in Imphal east.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,2,27,Jharkhand,Palamu district,24.128611,84.185712,3,0,The attack took place at the Panchayat (village-level local self Government) building in Mahdand village in Palamau.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,2,27,Manipur,Ukhrul,25.095386,94.361652,1,0,"The attack took place at the residence of Mohammed Ziauddin, a cashier of the Ukhrul District Revenue office, in the Kyamgei Muslim Awang Leikai area of Ukhrul.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,3,28,Manipur,Imphal,24.817011,93.936844,1,0,"The attack took place in Imphal, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,3,29,Orissa,Mayurbhanj,22.008698,86.418731,2,0,"Communist Party of India- Maoist militants blew up a forest office in Mayurbhanj, Orissa, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,,0,1,,0
2009,4,8,Assam,North Cachar Hills district,25.389458,92.996849,3,0,"The attack took place in Jungum, North Cachar Hills, Assam, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,4,12,Manipur,Mayang Imphal,24.617528,93.888968,1,0,"The attack took place in Mayang Imphal, Imphal, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,3,0,0
2009,4,13,Bihar,Pandu,24.772137,84.497562,1,0,"The attack took place in Pandu village, in Aurangabad, Bihar, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,4,14,Assam,Karbi Anglong district,25.960734,93.497468,3,0,"The attack took place at the residence of a Congress party leader in Deuthai, Karbi Anglong, Assam, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,4,14,Bihar,Gosain-Besra,24.796898,85.003046,1,0,"The attack took place at a government primary school being housing a polling center in Gosain-Besra village in Gaya, Bihar, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,4,16,Assam,Disobai,26.13177,93.372014,1,0,"The location of the device was found near an unspecified polling station in Disobai, Karbi Anglong, Assam, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,4,16,Chhattisgarh,Narayanpur district,19.723535,81.242411,3,0,"The attack took place on the polling booths in the Nemar, Sonapal and Kokaneta areas in Narayanpur, Chhattisgarh, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,4,16,Chhattisgarh,Rajnandgaon,21.097103,81.030222,1,0,"The attack took place in Raj Nandgaon, Chhattisgarh, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,5,0,0,2,0,0
2009,4,21,Bihar,Motihari,26.650186,84.916678,1,0,"The attack took place in Aadapur block, Motihari, Bihar, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,4,21,Manipur,Nambol,24.716345,93.834572,1,0,"The attack occurred at the Congress party office Nambol, Bishenpur, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,4,26,Bihar,Gaya,24.795821,85.00252,1,0,"The attack took place in Gaya, Bihar, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,4,30,West Bengal,Purulia,23.332078,86.365208,1,0,"The attack took place in Puruliya, West Bengal, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,2,0,0
2009,5,5,Bihar,Deo,24.657136,84.436135,1,0,"The attack took place at a polling station in Deora village, Aurangabad, Bihar, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,5,8,Manipur,Imphal,24.803802,93.945635,1,0,"The attack took place in Sanjenthong, Imphal, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,1,0,0
2009,5,8,West Bengal,Asansol,23.687114,86.97355,1,0,The attack took place at the Seta Kanyapur booth in Asansol.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,1,0,0,0,0,0
2009,5,16,West Bengal,Bardhaman,23.23243,87.863731,1,1,"The attack occurred in Katwa, Burdwan, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,1,0,0
2009,5,19,Bihar,Ujiar Behra,24.795821,85.00252,1,0,"The attack took place in Gaya, Bihar, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,5,24,Manipur,Imphal,24.817011,93.936844,1,0,"The attack took place in the Imphal West district, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,6,15,Bihar,Chakarbandha,24.714173,84.927573,2,0,"The assailants bombed a community hall in Chakarbandha Village, Gaya, Bihar, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,6,15,Bihar,Chakarbandha,24.714173,84.927573,2,0,"The assailants bombed a local-level village government building in Chakarbandha Village, Gaya, Bihar, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,6,23,Jharkhand,Palamu district,24.128611,84.185712,3,0,"The bombing took place in Chahapur village, Palamu.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,7,10,Kerala,Kakkanad,10.015861,76.341867,1,0,"The attack occurred at the Ernakulam District Collectorate building, in Kakkanad, Kochi, Ernakulam, Kerala, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,1,0,0
2009,7,10,Orissa,Paniganda,19.60975,84.117125,1,0,"The attack occurred at a forest office in Paniganda, Adaba, Gajapati, Orissa, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,1,1,0,0,0,0,1,0,0
2009,7,13,West Bengal,Berada,23.174714,86.274261,1,1,"The attack occurred at an under-construction community hall, in Berada village, Puruliya, West Bengal, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,7,23,Manipur,Imphal,24.817011,93.936844,1,0,"The attack took place in Lamphel Sana Keithel, Imphal.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,1,0,0
2009,7,31,Manipur,Imphal,24.817011,93.936844,1,0,"The attack occurred at the residence of a Deputy Commissioner of Taxation in the Lamphel Sana Keithel area in Imphal West, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,1,0,0
2009,8,2,Manipur,Bishnupur,24.628724,93.761325,1,0,The attack took place in Bishenpur.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,8,20,Orissa,Rourkela,22.260423,84.853584,1,0,"The bombing took place in the Rourkela area of Sundargarh, Orissa, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,8,25,Bihar,Akri,24.749905,84.370896,2,1,"The attack took place in the Akri area of Aurangabad, Bihar, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,8,30,Manipur,Imphal,24.817011,93.936844,1,1,"The attack occurred at the residence of an Executive Engineer of the National Highway Division-I of the Manipur Public Works Department in Thangmeiband Meisnam Leikai, Imphal West, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,9,10,Orissa,Sundargarh,22.124002,84.043175,1,0,The attack took place in Sundargarh.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,9,18,Manipur,Imphal,24.809504,93.940667,1,0,"The attack took place in Kangla, Imphal.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,9,18,Manipur,Imphal,24.808766,93.968712,1,0,"The attack took place in Khurai Ahongsangbam Leikai, Imphal.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,10,7,Manipur,Imphal,24.817011,93.936844,1,0,"The attack took place near the residence of a senior health official in Imphal, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,12,10,West Bengal,Jhitka,22.627976,87.096135,1,0,The attack occurred in the Jhitka area near Lalgarh in the West Midnapore district.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2009,12,27,Orissa,Malkangiri,18.364195,81.892418,1,0,"The attack took place at a forest service building in Malkangiri, Orissa, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,1,21,Manipur,Hiyangthang Maning Leikai,24.728425,93.896718,1,0,The attack occurred at a residence in Hiyangthang Maning Leikai in Imphal West.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,1,21,Manipur,Bishnupur,24.628724,93.761325,1,0,The attack took place at the Loktak Development Authority office complex in Bishenpur.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,2,15,Manipur,Thoubal,24.644924,93.99929,1,0,"The attack took place at the residence of a state government employee, Oinam Ibotombi Singh, in the Hiyanglam Tera Pishak area of Thoubal.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,2,22,Jammu and Kashmir,Samba,32.556652,75.116272,1,1,The attack took place near Pillar No. 63 in an area between Chak Fakira and Benglard villages in Samba.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,3,23,Bihar,Mahapur,24.605105,84.671527,1,0,"The attack took place at a government toll plaza in Mahapur, Gaya District, Bihar.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,2,0,0,,0,0
2010,4,8,Manipur,Imphal,24.817011,93.936844,1,0,"The attack took place at a house in west Imphal, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,4,9,Manipur,Imphal,24.817011,93.936844,1,0,"The attack took place at a residence in east Imphal, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,1,0,0
2010,4,15,Manipur,Mayang Langjing,24.855995,93.861713,1,0,"The attack took place at a residence in Mayanglangjing Mayai Leikai in Imphal West District, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,4,28,Orissa,Nuapada district,20.806018,82.536139,3,0,The attack occurred in the Bharuamunda forest area of Nuapada district.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,1,0,0,0,0,0
2010,5,14,Orissa,Malkangiri district,18.364195,81.892418,3,0,The attack took place at a government office building in the Telaria village in Malkangiri.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,5,18,Orissa,Malkangiri district,18.364195,81.892418,3,0,The bombing occurred at an unused government warehouse in Bodigata.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,5,20,Orissa,Chandrapur,19.592682,83.871157,2,0,"The attack took place near a government research center and mobile communications tower in Chandrapur, Rayagada.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,5,30,Orissa,Malkangiri district,18.364195,81.892418,3,0,The attack took place at a panchayat local government office building and an attached warehouse in Kangurkonda village in Malkangiri.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,6,8,Jharkhand,Ranchi,23.341599,85.306528,1,0,"The attack took place near the district passport office in Sector 2 of Dhruva, Ranchi, Jharkhand province, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,7,3,Manipur,Imphal,24.817011,93.936844,1,0,"The attack took place at a residence in Waikhom Khongnang, Imphal, Manipur, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,7,5,Orissa,Kalimela,17.858395,81.434522,1,0,"The attack took place at two government offices in the Korkunda block of Mandapalli, Kalimela.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,7,8,Chhattisgarh,Nakulnar,18.904292,81.346817,1,0,"The attack took place at the home of Congress leader Avdesh Gautam in Nakulnar village, Dantewada.",1,Assassination,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,2,0,0,3,0,0
2010,8,3,Jharkhand,Purnanagar,24.129325,86.31232,1,0,"The attack took place on a bridge in Poornanagar, Giridih.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,5,0,0,0,0,0
2010,8,12,Orissa,Malkangiri district,18.364195,81.892418,3,0,"The attack took place at a government building in Malavaram village, Malkangiri, Orissa, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,8,16,Chhattisgarh,Kuakonda,18.727528,81.441632,1,0,"The incident occurred at a newly-built tehsil office in Kuwangkoda, Dantewada.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,9,7,Orissa,Podia,17.862768,81.407293,1,0,The incident occurred in Malkangiri.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,9,9,Orissa,Podia,17.862768,81.407293,1,0,The attack took place in the Padia block of Malkangiri.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,9,12,West Bengal,Lodhasuli,22.337591,87.049311,1,1,The attack took place at a  Communist Party of India-Marxist (CPM) party office at Lodhasuli near Jhargram in West Midnapore.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,9,16,Orissa,Nuapada,20.817079,82.533622,1,1,"The attack took place inside the Sunabeda sanctuary in Naupada, Orissa, India.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,9,20,West Bengal,Dakshin Sole,22.454307,87.04119,1,0,The attack took place at a Communist Party of India-Marxist (CPM) party office at Dakshinsole in Jhargram in Midnapore.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,9,22,Manipur,Bishnupur,24.628724,93.761325,1,0,The attack took place at the residence of a political affiliate in Bishenpur.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,9,23,Manipur,Imphal,24.817011,93.936844,1,0,"The attack took place at a private residence of a government official  in Nongpok Kakching, Imphal East.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,9,23,Manipur,Imphal,24.804592,93.93199,1,0,"The attack took place at the private residence of Bhaktaraj Singh in Wahengbam Leikai, Imphal East.",3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,10,2,Orissa,Ramgiri,18.768007,82.233881,1,1,The attack took place at a forest office in Ramgiri in Koraput.,3,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
